,x,y,layer
1,8.35416666666667,54.9791666666667,110.8125
2,8.64583333333333,54.9791666666667,110.248992919922
3,8.6875,54.9791666666667,110.092239379883
4,8.72916666666667,54.9791666666667,109.661399841309
5,8.77083333333333,54.9791666666667,109.344306945801
6,8.8125,54.9791666666667,109.03630065918
7,8.85416666666667,54.9791666666667,108.815765380859
8,8.89583333333333,54.9791666666667,108.64616394043
9,8.9375,54.9791666666667,108.61644744873
10,8.97916666666667,54.9791666666667,108.463653564453
11,9.02083333333333,54.9791666666667,108.515640258789
12,9.0625,54.9791666666667,108.547630310059
13,9.10416666666667,54.9791666666667,108.422294616699
14,9.14583333333333,54.9791666666667,108.438568115234
15,9.1875,54.9791666666667,108.492683410645
16,9.22916666666667,54.9791666666667,108.741683959961
17,9.27083333333333,54.9791666666667,108.784317016602
18,9.3125,54.9791666666667,108.697235107422
19,9.35416666666667,54.9791666666667,108.768440246582
20,9.39583333333333,54.9791666666667,108.827018737793
21,9.4375,54.9791666666667,108.823844909668
22,9.47916666666667,54.9791666666667,108.860328674316
23,9.52083333333333,54.9791666666667,108.93994140625
24,9.5625,54.9791666666667,108.999900817871
25,9.60416666666667,54.9791666666667,109.139526367188
26,9.64583333333333,54.9791666666667,109.429016113281
27,9.6875,54.9791666666667,109.516052246094
28,9.72916666666667,54.9791666666667,109.760353088379
29,9.77083333333333,54.9791666666667,110.381454467773
30,9.8125,54.9791666666667,110.149299621582
31,9.85416666666667,54.9791666666667,110.196769714355
32,9.89583333333333,54.9791666666667,110.101409912109
33,9.9375,54.9791666666667,110.254386901855
34,9.97916666666667,54.9791666666667,110.470031738281
35,10.0208333333333,54.9791666666667,110.655700683594
36,10.2291666666667,54.9791666666667,111.768455505371
37,10.3541666666667,54.9791666666667,112.32430267334
38,10.3958333333333,54.9791666666667,112.295509338379
39,10.4375,54.9791666666667,112.310981750488
40,10.4791666666667,54.9791666666667,112.337860107422
41,10.5208333333333,54.9791666666667,112.250793457031
42,10.5625,54.9791666666667,112.057090759277
43,10.6041666666667,54.9791666666667,111.998344421387
44,10.6458333333333,54.9791666666667,112.235496520996
45,10.6875,54.9791666666667,112.322189331055
46,10.7291666666667,54.9791666666667,112.812683105469
47,10.7708333333333,54.9791666666667,112.649536132812
48,10.8125,54.9791666666667,112.637619018555
49,10.8541666666667,54.9791666666667,112.613800048828
50,10.8958333333333,54.9791666666667,112.741241455078
51,11.3125,54.9791666666667,113.661697387695
52,11.3541666666667,54.9791666666667,113.92064666748
53,11.3958333333333,54.9791666666667,114.164093017578
54,11.4375,54.9791666666667,114.079177856445
55,11.5208333333333,54.9791666666667,114.238037109375
56,11.5625,54.9791666666667,114.285774230957
57,11.8125,54.9791666666667,113.889038085938
58,11.8958333333333,54.9791666666667,114.312454223633
59,11.9791666666667,54.9791666666667,113.690444946289
60,12.0208333333333,54.9791666666667,113.609634399414
61,12.0625,54.9791666666667,113.585624694824
62,12.1041666666667,54.9791666666667,113.757423400879
63,12.1458333333333,54.9791666666667,113.898887634277
64,12.1875,54.9791666666667,114.015678405762
65,12.2291666666667,54.9791666666667,114.077705383301
66,12.2708333333333,54.9791666666667,114.110176086426
67,12.3125,54.9791666666667,114.078880310059
68,12.3541666666667,54.9791666666667,114.049278259277
69,12.3958333333333,54.9791666666667,113.787300109863
70,12.4375,54.9791666666667,113.882354736328
71,12.4791666666667,54.9791666666667,113.832832336426
72,12.5208333333333,54.9791666666667,113.82829284668
73,12.5625,54.9791666666667,114.1806640625
74,15.0208333333333,54.9791666666667,118.450561523438
75,15.0625,54.9791666666667,118.244209289551
76,15.1041666666667,54.9791666666667,118.266914367676
77,8.3125,54.9375,110.698257446289
78,8.35416666666667,54.9375,110.666831970215
79,8.64583333333333,54.9375,110.412612915039
80,8.6875,54.9375,110.301498413086
81,8.72916666666667,54.9375,109.828834533691
82,8.77083333333333,54.9375,109.39518737793
83,8.8125,54.9375,109.017127990723
84,8.85416666666667,54.9375,108.744384765625
85,8.89583333333333,54.9375,108.652656555176
86,8.9375,54.9375,108.504692077637
87,8.97916666666667,54.9375,108.42667388916
88,9.02083333333333,54.9375,108.644149780273
89,9.0625,54.9375,108.550979614258
90,9.10416666666667,54.9375,108.528823852539
91,9.14583333333333,54.9375,108.556083679199
92,9.1875,54.9375,108.608207702637
93,9.22916666666667,54.9375,108.629913330078
94,9.27083333333333,54.9375,108.627426147461
95,9.3125,54.9375,108.700386047363
96,9.35416666666667,54.9375,108.676628112793
97,9.39583333333333,54.9375,108.687240600586
98,9.4375,54.9375,108.876083374023
99,9.47916666666667,54.9375,108.709213256836
100,9.52083333333333,54.9375,108.785621643066
101,9.5625,54.9375,109.061889648438
102,9.60416666666667,54.9375,109.245094299316
103,9.64583333333333,54.9375,109.247535705566
104,9.6875,54.9375,109.488975524902
105,9.72916666666667,54.9375,109.83878326416
106,9.77083333333333,54.9375,110.114410400391
107,9.8125,54.9375,110.070899963379
108,9.85416666666667,54.9375,110.214363098145
109,9.89583333333333,54.9375,110.014060974121
110,9.9375,54.9375,110.116371154785
111,9.97916666666667,54.9375,110.179466247559
112,10.0208333333333,54.9375,110.50993347168
113,10.2291666666667,54.9375,111.934867858887
114,10.2708333333333,54.9375,111.952674865723
115,10.3125,54.9375,112.10181427002
116,10.4791666666667,54.9375,111.939460754395
117,10.5208333333333,54.9375,112.338958740234
118,10.5625,54.9375,112.550582885742
119,10.6041666666667,54.9375,112.468612670898
120,10.6875,54.9375,113.005836486816
121,10.7291666666667,54.9375,112.668121337891
122,10.7708333333333,54.9375,112.566032409668
123,10.8125,54.9375,112.580841064453
124,10.8541666666667,54.9375,112.771423339844
125,11.0625,54.9375,113.520965576172
126,11.1041666666667,54.9375,113.500038146973
127,11.1458333333333,54.9375,113.311157226562
128,11.1875,54.9375,113.124969482422
129,11.2291666666667,54.9375,113.028221130371
130,11.2708333333333,54.9375,113.04541015625
131,11.3125,54.9375,113.101364135742
132,11.3541666666667,54.9375,113.393692016602
133,11.3958333333333,54.9375,113.563247680664
134,11.4375,54.9375,113.748649597168
135,11.4791666666667,54.9375,113.976005554199
136,11.5208333333333,54.9375,114.260398864746
137,11.7291666666667,54.9375,114.560234069824
138,11.7708333333333,54.9375,114.320869445801
139,11.8125,54.9375,114.114303588867
140,11.8541666666667,54.9375,113.983871459961
141,11.8958333333333,54.9375,113.845687866211
142,11.9375,54.9375,113.655479431152
143,11.9791666666667,54.9375,113.936653137207
144,12.0208333333333,54.9375,113.97811126709
145,12.0625,54.9375,114.216148376465
146,12.1041666666667,54.9375,114.279449462891
147,12.1458333333333,54.9375,114.061744689941
148,12.1875,54.9375,113.972991943359
149,12.2291666666667,54.9375,114.156982421875
150,12.2708333333333,54.9375,114.237785339355
151,12.3125,54.9375,114.220565795898
152,12.4791666666667,54.9375,114.379280090332
153,12.5208333333333,54.9375,114.329811096191
154,12.5625,54.9375,114.279258728027
155,8.3125,54.8958333333333,110.569953918457
156,8.35416666666667,54.8958333333333,110.440124511719
157,8.39583333333333,54.8958333333333,110.392349243164
158,8.4375,54.8958333333333,110.308181762695
159,8.47916666666667,54.8958333333333,109.768424987793
160,8.60416666666667,54.8958333333333,110.365821838379
161,8.64583333333333,54.8958333333333,110.255798339844
162,8.6875,54.8958333333333,110.02214050293
163,8.72916666666667,54.8958333333333,109.698585510254
164,8.77083333333333,54.8958333333333,109.47981262207
165,8.8125,54.8958333333333,109.244735717773
166,8.85416666666667,54.8958333333333,109.09358215332
167,8.89583333333333,54.8958333333333,108.928695678711
168,8.9375,54.8958333333333,108.864868164062
169,8.97916666666667,54.8958333333333,108.787315368652
170,9.02083333333333,54.8958333333333,108.720848083496
171,9.0625,54.8958333333333,108.790313720703
172,9.10416666666667,54.8958333333333,108.730339050293
